place1,place2,relation
Primrose,South Tyneside,within
Whitburn and Marsden,South Tyneside,within
Beacon and Bents,South Tyneside,within
Milkstone and Deeplish,Metropolitan Borough of Rochdale,within
Healey,Metropolitan Borough of Rochdale,within
West Middleton,Metropolitan Borough of Rochdale,within
North Middleton,Metropolitan Borough of Rochdale,within
Hopwood Hall,Metropolitan Borough of Rochdale,within
Littleborough Lakeside,Metropolitan Borough of Rochdale,within
Castleton,Metropolitan Borough of Rochdale,within
Smallbridge and Firgrove,Metropolitan Borough of Rochdale,within
Central Rochdale,Metropolitan Borough of Rochdale,within
West Heywood,Metropolitan Borough of Rochdale,within
South Middleton,Metropolitan Borough of Rochdale,within
Bamford,Metropolitan Borough of Rochdale,within
Kingsway,Metropolitan Borough of Rochdale,within
Milnrow and Newhey,Metropolitan Borough of Rochdale,within
Spotland and Falinge,Metropolitan Borough of Rochdale,within
Balderstone and Kirkholt,Metropolitan Borough of Rochdale,within
Wardle and West Littleborough,Metropolitan Borough of Rochdale,within
North Heywood,Metropolitan Borough of Rochdale,within
East Middleton,Metropolitan Borough of Rochdale,within
Norden,Metropolitan Borough of Rochdale,within
Clubmoor,Liverpool,within
Yew Tree,Liverpool,within
Speke-Garston,Liverpool,within
Norris Green,Liverpool,within
Allerton and Hunts Cross,Liverpool,within
Croxteth,Liverpool,within
County,Liverpool,within
Kirkdale,Liverpool,within
Central,Liverpool,within
St. Michael's,Liverpool,within
Knotty Ash,Liverpool,within
West Derby,Liverpool,within
Church,Liverpool,within
Fazakerley,Liverpool,within
Belle Vale,Liverpool,within
Anfield,Liverpool,within
Woolton,Liverpool,within
Mossley Hill,Liverpool,within
Everton,Liverpool,within
Princes Park,Liverpool,within
Old Swan,Liverpool,within
Childwall,Liverpool,within
Cressington,Liverpool,within
Greenbank,Liverpool,within
Riverside,Liverpool,within
Wavertree,Liverpool,within
Kensington and Fairfield,Liverpool,within
Tuebrook and Stoneycroft,Liverpool,within
Warbreck,Liverpool,within
Walkden South,City of Salford,within
Barton,City of Salford,within
Winton,City of Salford,within
Cadishead,City of Salford,within
Boothstown and Ellenbrook,City of Salford,within
Eccles,City of Salford,within
Ordsall,City of Salford,within
Irwell Riverside,City of Salford,within
Irlam,City of Salford,within
Claremont,City of Salford,within
Langworthy,City of Salford,within
Broughton,City of Salford,within
Walkden North,City of Salford,within
Kersal,City of Salford,within
Pendlebury,City of Salford,within
Worsley,City of Salford,within
Swinton South,City of Salford,within
Little Hulton,City of Salford,within
Weaste and Seedley,City of Salford,within
Swinton North,City of Salford,within
Prenton,Metropolitan Borough of Wirral,within
Seacombe,Metropolitan Borough of Wirral,within
Hoylake and Meols,Metropolitan Borough of Wirral,within
Heswall,Metropolitan Borough of Wirral,within
Oxton,Metropolitan Borough of Wirral,within
Rock Ferry,Metropolitan Borough of Wirral,within
Leasowe and Moreton East,Metropolitan Borough of Wirral,within
Upton,Metropolitan Borough of Wirral,within
Moreton West and Saughall Massie,Metropolitan Borough of Wirral,within
Wallasey,Metropolitan Borough of Wirral,within
Clatterbridge,Metropolitan Borough of Wirral,within
Bromborough,Metropolitan Borough of Wirral,within
Eastham,Metropolitan Borough of Wirral,within
Bebington,Metropolitan Borough of Wirral,within
Greasby Frankby and Irby,Metropolitan Borough of Wirral,within
Pensby and Thingwall,Metropolitan Borough of Wirral,within
Bidston and St. James,Metropolitan Borough of Wirral,within
Claughton,Metropolitan Borough of Wirral,within
Liscard,Metropolitan Borough of Wirral,within
Birkenhead and Tranmere,Metropolitan Borough of Wirral,within
West Kirby and Thurstaston,Metropolitan Borough of Wirral,within
New Brighton,Metropolitan Borough of Wirral,within
Wallsend,North Tyneside,within
Tynemouth,North Tyneside,within
Valley,North Tyneside,within
Northumberland,North Tyneside,within
Benton,North Tyneside,within
Longbenton,North Tyneside,within
Whitley Bay,North Tyneside,within
Camperdown,North Tyneside,within
St. Mary's,North Tyneside,within
Weetslade,North Tyneside,within
Riverside,North Tyneside,within
Preston,North Tyneside,within
Killingworth,North Tyneside,within
Collingwood,North Tyneside,within
Cullercoats,North Tyneside,within
Monkseaton North,North Tyneside,within
Battle Hill,North Tyneside,within
Chirton,North Tyneside,within
Howdon,North Tyneside,within
Monkseaton South,North Tyneside,within
Cambridge,Metropolitan Borough of Sefton,within
Ford,Metropolitan Borough of Sefton,within
Ainsdale,Metropolitan Borough of Sefton,within
Blundellsands,Metropolitan Borough of Sefton,within
Victoria,Metropolitan Borough of Sefton,within
Ravenmeols,Metropolitan Borough of Sefton,within
Meols,Metropolitan Borough of Sefton,within
Netherton and Orrell,Metropolitan Borough of Sefton,within
Birkdale,Metropolitan Borough of Sefton,within
Molyneux,Metropolitan Borough of Sefton,within
Linacre,Metropolitan Borough of Sefton,within
Manor,Metropolitan Borough of Sefton,within
Duke's,Metropolitan Borough of Sefton,within
Litherland,Metropolitan Borough of Sefton,within
Kew,Metropolitan Borough of Sefton,within
Harington,Metropolitan Borough of Sefton,within
Derby,Metropolitan Borough of Sefton,within
Park,Metropolitan Borough of Sefton,within
Norwood,Metropolitan Borough of Sefton,within
Church,Metropolitan Borough of Sefton,within
Sudell,Metropolitan Borough of Sefton,within
St. Oswald,Metropolitan Borough of Sefton,within
Halewood,Metropolitan Borough of Knowsley,within
Stockbridge,Metropolitan Borough of Knowsley,within
St. Michaels,Metropolitan Borough of Knowsley,within
Swanside,Metropolitan Borough of Knowsley,within
St. Gabriels,Metropolitan Borough of Knowsley,within
Roby,Metropolitan Borough of Knowsley,within
Halewood North,Metropolitan Borough of Knowsley,within
Prescot South,Metropolitan Borough of Knowsley,within
Whitefield,Metropolitan Borough of Knowsley,within
Cherryfield,Metropolitan Borough of Knowsley,within
Northwood,Metropolitan Borough of Knowsley,within
Whiston & Cronton,Metropolitan Borough of Knowsley,within
Page Moss,Metropolitan Borough of Knowsley,within
Baildon,City of Bradford,within
Bingley Rural,City of Bradford,within
Wyke,City of Bradford,within
Heaton,City of Bradford,within
Bradford Moor,City of Bradford,within
Great Horton,City of Bradford,within
Bowling and Barkerend,City of Bradford,within
Wibsey,City of Bradford,within
Tong,City of Bradford,within
Bolton and Undercliffe,City of Bradford,within
Toller,City of Bradford,within
Thornton and Allerton,City of Bradford,within
Craven,City of Bradford,within
Windhill and Wrose,City of Bradford,within
Eccleshill,City of Bradford,within
Manningham,City of Bradford,within
City,City of Bradford,within
Keighley West,City of Bradford,within
Idle and Thackley,City of Bradford,within
Keighley East,City of Bradford,within
Queensbury,City of Bradford,within
Royds,City of Bradford,within
Shipley,City of Bradford,within
Bingley,City of Bradford,within
Wharfedale,City of Bradford,within
Worth Valley,City of Bradford,within
Little Horton,City of Bradford,within
Clayton and Fairweather Green,City of Bradford,within
Hall Green,Birmingham,within
Harborne,Birmingham,within
Selly Oak,Birmingham,within
Aston,Birmingham,within
Sutton Four Oaks,Birmingham,within
Kingstanding,Birmingham,within
Sutton Vesey,Birmingham,within
Erdington,Birmingham,within
Moseley and Kings Heath,Birmingham,within
Longbridge,Birmingham,within
Ladywood,Birmingham,within
Weoley,Birmingham,within
Northfield,Birmingham,within
Sparkbrook,Birmingham,within
South Yardley,Birmingham,within
Perry Barr,Birmingham,within
Shard End,Birmingham,within
Acocks Green,Birmingham,within
Sutton New Hall,Birmingham,within
Oscott,Birmingham,within
Lozells and East Handsworth,Birmingham,within
Bartley Green,Birmingham,within
Sutton Trinity,Birmingham,within
Soho,Birmingham,within
Stechford and Yardley North,Birmingham,within
Tyburn,Birmingham,within
Nechells,Birmingham,within
Handsworth Wood,Birmingham,within
Billesley,Birmingham,within
Springfield,Birmingham,within
Edgbaston,Birmingham,within
Kings Norton,Birmingham,within
Quinton,Birmingham,within
Bordesley Green,Birmingham,within
Washwood Heath,Birmingham,within
Stockland Green,Birmingham,within
Brandwood,Birmingham,within
Hodge Hill,Birmingham,within
Bournville,Birmingham,within
Sheldon,Birmingham,within
Ryburn,Calderdale,within
Town,Calderdale,within
Park,Calderdale,within
Greetland and Stainland,Calderdale,within
Brighouse,Calderdale,within
Skircoat,Calderdale,within
Warley,Calderdale,within
Elland,Calderdale,within
Ovenden,Calderdale,within
Northowram and Shelf,Calderdale,within
Rastrick,Calderdale,within
Sowerby Bridge,Calderdale,within
Luddendenfoot,Calderdale,within
Illingworth and Mixenden,Calderdale,within
Hipperholme and Lightcliffe,Calderdale,within
Calder,Calderdale,within
Paddock,Metropolitan Borough of Walsall,within
Brownhills,Metropolitan Borough of Walsall,within
Aldridge North and Walsall Wood,Metropolitan Borough of Walsall,within
Willenhall North,Metropolitan Borough of Walsall,within
Darlaston South,Metropolitan Borough of Walsall,within
Pleck,Metropolitan Borough of Walsall,within
Short Heath,Metropolitan Borough of Walsall,within
Streetly,Metropolitan Borough of Walsall,within
St. Matthew's,Metropolitan Borough of Walsall,within
Bloxwich East,Metropolitan Borough of Walsall,within
Willenhall South,Metropolitan Borough of Walsall,within
Pelsall,Metropolitan Borough of Walsall,within
Birchills Leamore,Metropolitan Borough of Walsall,within
Aldridge Central and South,Metropolitan Borough of Walsall,within
Rushall-Shelfield,Metropolitan Borough of Walsall,within
Blakenall,Metropolitan Borough of Walsall,within
Palfrey,Metropolitan Borough of Walsall,within
Bloxwich West,Metropolitan Borough of Walsall,within
Pheasey Park Farm,Metropolitan Borough of Walsall,within
Bentley and Darlaston North,Metropolitan Borough of Walsall,within
Finstall,Sandwell,within
Newton,Sandwell,within
Friar Park,Sandwell,within
Oldbury,Sandwell,within
Langley,Sandwell,within
Smethwick,Sandwell,within
Greets Green and Lyng,Sandwell,within
Tividale,Sandwell,within
Rowley,Sandwell,within
Cradley Heath and Old Hill,Sandwell,within
Old Warley,Sandwell,within
Princes End,Sandwell,within
Soho and Victoria,Sandwell,within
Great Barr with Yew Tree,Sandwell,within
Blackheath,Sandwell,within
Charlemont with Grove Vale,Sandwell,within
Tipton Green,Sandwell,within
Wednesbury South,Sandwell,within
Hateley Heath,Sandwell,within
St. Pauls,Sandwell,within
Great Bridge,Sandwell,within
Abbey,Sandwell,within
West Bromwich Central,Sandwell,within
Wednesbury North,Sandwell,within
Orgreave South Yorkshire,Sheffield,within
Stocksbridge & Upper Don,Sheffield,within
Nether Edge & Sharrow,Sheffield,within
Southey,Sheffield,within
City,Sheffield,within
Walkley,Sheffield,within
Crookes & Crosspool,Sheffield,within
East Ecclesfield,Sheffield,within
Birley,Sheffield,within
Darnall,Sheffield,within
Beighton,Sheffield,within
Mosborough,Sheffield,within
Fulwood,Sheffield,within
Gleadless Valley,Sheffield,within
Firth Park,Sheffield,within
Broomhill & Sharrow Vale,Sheffield,within
Manor Castle,Sheffield,within
Woodhouse,Sheffield,within
Beauchief & Greenhill,Sheffield,within
Graves Park,Sheffield,within
Ecclesall,Sheffield,within
Stannington,Sheffield,within
Richmond,Sheffield,within
Park & Arbourthorne,Sheffield,within
Shiregreen & Brightside,Sheffield,within
Dore & Totley,Sheffield,within
Hillsborough,Sheffield,within
West Ecclesfield,Sheffield,within
Fenham,Newcastle upon Tyne,within
Westgate,Newcastle upon Tyne,within
Lemington,Newcastle upon Tyne,within
North Heaton,Newcastle upon Tyne,within
Kenton,Newcastle upon Tyne,within
Walker,Newcastle upon Tyne,within
Parklands,Newcastle upon Tyne,within
Denton,Newcastle upon Tyne,within
Westerhope,Newcastle upon Tyne,within
South Jesmond,Newcastle upon Tyne,within
Dene,Newcastle upon Tyne,within
East Gosforth,Newcastle upon Tyne,within
Wingrove,Newcastle upon Tyne,within
Walkergate,Newcastle upon Tyne,within
West Gosforth,Newcastle upon Tyne,within
Castle,Newcastle upon Tyne,within
Byker,Newcastle upon Tyne,within
Elswick,Newcastle upon Tyne,within
Ouseburn,Newcastle upon Tyne,within
Fawdon,Newcastle upon Tyne,within
North Jesmond,Newcastle upon Tyne,within
Benwell and Scotswood,Newcastle upon Tyne,within
Newburn,Newcastle upon Tyne,within
South Heaton,Newcastle upon Tyne,within
Rusholme,Manchester,within
City Centre,Manchester,within
Chorlton Park,Manchester,within
Charlestown,Manchester,within
Moss Side,Manchester,within
Higher Blackley,Manchester,within
Moston,Manchester,within
Didsbury West,Manchester,within
Harpurhey,Manchester,within
Fallowfield,Manchester,within
Chorlton,Manchester,within
Northenden,Manchester,within
Gorton South,Manchester,within
Woodhouse Park,Manchester,within
Burnage,Manchester,within
Ardwick,Manchester,within
Sharston,Manchester,within
Longsight,Manchester,within
Cheetham,Manchester,within
Ancoats and Clayton,Manchester,within
Levenshulme,Manchester,within
Crumpsall,Manchester,within
Baguley,Manchester,within
Old Moat,Manchester,within
Bradford,Manchester,within
Miles Platting and Newton Heath,Manchester,within
Gorton North,Manchester,within
Hulme,Manchester,within
Brooklands,Manchester,within
Whalley Range,Manchester,within
Conisbrough Parks,Metropolitan Borough of Doncaster,within
Edenthorpe,Metropolitan Borough of Doncaster,within
Finningley,Metropolitan Borough of Doncaster,within
Armthorpe,Metropolitan Borough of Doncaster,within
Mexborough,Metropolitan Borough of Doncaster,within
Town,Metropolitan Borough of Doncaster,within
Bentley,Metropolitan Borough of Doncaster,within
Bessacarr,Metropolitan Borough of Doncaster,within
Balby South,Metropolitan Borough of Doncaster,within
Thorne & Moorends,Metropolitan Borough of Doncaster,within
Hatfield,Metropolitan Borough of Doncaster,within
